sales_id,order_id,order_code,store_id,product_id,discount_id,customer_id,time_id,quantity,total_amount,total_discount,total_charged,total_cost,total_profit,payment_method
1426,49,2000000041,1030,1390,0,0,20241030,1.00,30.50,.00,30.50,11.96,18.54,checkmo
1427,50,2000000042,1030,1400,0,1203,20241030,2.00,45.18,.00,45.18,24.52,20.66,checkmo
1428,51,2000000043,1030,1396,0,1204,20241030,1.00,22.59,.00,22.59,9.71,12.88,checkmo
1429,52,000000009,1029,1396,0,1205,20241030,1.00,22.59,.00,22.59,9.71,12.88,checkmo
1430,53,000000010,1029,1402,0,1205,20241030,2.00,45.18,.00,45.18,24.52,20.66,checkmo
1431,54,000000011,1029,1388,0,1205,20241030,2.00,57.98,.00,57.98,35.92,22.06,checkmo
1432,55,2000000044,1030,1402,0,1199,20241030,1.00,22.59,.00,22.59,12.26,10.33,checkmo
1433,56,2000000045,1030,1407,0,1199,20241030,1.00,22.59,.00,22.59,9.71,12.88,checkmo
1434,57,2000000046,1030,1387,0,1206,20241030,1.00,28.99,.00,28.99,17.96,11.03,checkmo
1435,58,2000000047,1030,1407,0,1206,20241030,1.00,22.59,.00,22.59,9.71,12.88,checkmo
1436,59,2000000048,1030,1387,0,1206,20241030,3.00,86.97,.00,86.97,53.88,33.09,checkmo
1437,60,000000012,1029,1390,0,1207,20241030,2.00,61.00,.00,61.00,23.92,37.08,checkmo
1438,61,000000013,1029,1387,0,1207,20241030,5.00,144.95,.00,144.95,89.80,55.15,checkmo
1439,62,000000014,1029,1396,0,1207,20241030,1.00,22.59,.00,22.59,9.71,12.88,checkmo
1440,63,000000015,1029,1402,0,1207,20241030,25.00,564.75,.00,564.75,306.50,258.25,checkmo
1441,64,000000016,1029,1400,0,1207,20241030,5.00,112.95,.00,112.95,61.30,51.65,checkmo
1442,65,2000000049,1030,1400,0,1208,20241031,1.00,22.59,.00,22.59,12.26,10.33,checkmo
1443,66,2000000050,1030,1387,0,1209,20241031,3.00,86.97,.00,86.97,53.88,33.09,checkmo
1444,67,2000000051,1030,1407,0,1209,20241031,3.00,67.77,.00,67.77,29.13,38.64,checkmo
1445,68,2000000052,1030,1402,0,1199,20241031,2.00,45.18,.00,45.18,24.52,20.66,checkmo
1446,69,000000017,1029,1396,0,1210,20241031,2.00,45.18,.00,45.18,19.42,25.76,checkmo
1447,70,000000018,1029,1388,0,1210,20241031,3.00,86.97,.00,86.97,53.88,33.09,checkmo
1448,71,2000000053,1030,1396,0,1199,20241031,25.00,564.75,.00,564.75,242.75,322.00,checkmo
1449,72,000000019,1029,1399,0,1211,20241031,35.00,790.65,.00,790.65,339.85,450.80,checkmo
1450,73,000000020,1029,1388,0,1211,20241031,9.00,260.91,.00,260.91,161.64,99.27,checkmo
1451,74,000000021,1029,1402,0,1211,20241031,12.00,271.08,.00,271.08,147.12,123.96,checkmo
1452,75,000000022,1029,1396,0,1211,20241031,18.00,406.62,.00,406.62,174.78,231.84,checkmo
1453,76,000000023,1029,1390,0,1211,20241031,25.00,762.50,.00,762.50,299.00,463.50,checkmo
1454,77,000000024,1029,1402,0,1212,20241101,5.00,112.95,.00,112.95,61.30,51.65,checkmo
1455,78,000000025,1029,1399,0,1212,20241101,15.00,338.85,.00,338.85,145.65,193.20,checkmo
1456,79,000000026,1029,1389,0,1212,20241101,35.00,1014.65,.00,1014.65,628.60,386.05,checkmo
1457,80,000000027,1029,1390,0,1212,20241101,4.00,122.00,.00,122.00,47.84,74.16,checkmo
1458,81,2000000054,1030,1407,0,1213,20241101,11.00,248.49,.00,248.49,106.81,141.68,checkmo
1459,82,2000000055,1030,1391,0,1213,20241101,25.00,762.50,.00,762.50,299.00,463.50,checkmo
1460,83,2000000056,1030,1387,0,1213,20241101,15.00,434.85,.00,434.85,269.40,165.45,checkmo
1461,84,000000028,1029,1399,0,1214,20241101,45.00,1016.55,.00,1016.55,436.95,579.60,checkmo
1462,85,000000029,1029,1402,0,1214,20241101,45.00,1016.55,.00,1016.55,551.70,464.85,checkmo
1463,86,000000030,1029,1388,0,1214,20241101,12.00,347.88,.00,347.88,215.52,132.36,checkmo
1464,87,000000031,1029,1390,0,1214,20241101,2.00,61.00,.00,61.00,23.92,37.08,checkmo
1465,88,2000000057,1030,1387,0,1215,20241101,7.00,202.93,.00,202.93,125.72,77.21,checkmo
1466,89,2000000058,1030,1402,0,1215,20241101,15.00,338.85,.00,338.85,183.90,154.95,checkmo
1467,90,2000000059,1030,1407,0,1215,20241101,14.00,316.26,.00,316.26,135.94,180.32,checkmo
1468,91,2000000060,1030,1414,0,1215,20241101,85.00,1920.15,.00,1920.15,825.35,1094.80,checkmo
1469,92,2000000061,1030,1406,0,1216,20241102,15.00,338.85,.00,338.85,145.65,193.20,checkmo
1470,93,2000000062,1030,1391,0,1216,20241102,1.00,30.50,.00,30.50,11.96,18.54,checkmo
1471,94,2000000063,1030,1400,0,1216,20241102,10.00,225.90,.00,225.90,122.60,103.30,checkmo
1472,95,2000000064,1030,1407,0,1216,20241102,11.00,248.49,.00,248.49,106.81,141.68,checkmo
1473,96,2000000065,1030,1391,0,1216,20241102,1.00,30.50,.00,30.50,11.96,18.54,checkmo
1474,97,2000000066,1030,1386,0,1216,20241102,3.00,86.97,.00,86.97,53.88,33.09,checkmo
1475,98,2000000067,1030,1391,0,1216,20241102,3.00,91.50,.00,91.50,35.88,55.62,checkmo
1476,99,2000000068,1030,1396,0,1216,20241102,3.00,67.77,.00,67.77,29.13,38.64,checkmo
1477,100,000000032,1029,1396,0,1217,20241102,2.00,45.18,.00,45.18,19.42,25.76,checkmo
1478,101,000000033,1029,1402,0,1217,20241102,5.00,112.95,.00,112.95,61.30,51.65,checkmo
1479,102,000000034,1029,1396,0,1217,20241102,2.00,45.18,.00,45.18,19.42,25.76,checkmo
1480,103,000000035,1029,1396,0,1217,20241102,2.00,45.18,.00,45.18,19.42,25.76,checkmo
1481,104,2000000069,1030,1399,0,1218,20241103,5.00,112.95,.00,112.95,48.55,64.40,checkmo
1482,105,2000000070,1030,1400,0,1218,20241103,25.00,564.75,.00,564.75,306.50,258.25,checkmo
1483,106,2000000071,1030,1403,0,1218,20241103,81.00,1829.79,.00,1829.79,993.06,836.73,checkmo
1484,107,2000000072,1030,1386,0,1218,20241103,4.00,115.96,.00,115.96,71.84,44.12,checkmo
1485,108,2000000073,1030,1386,0,1218,20241103,7.00,202.93,.00,202.93,125.72,77.21,checkmo
1486,109,2000000074,1030,1391,0,1218,20241103,4.00,122.00,.00,122.00,47.84,74.16,checkmo
1487,110,2000000075,1030,1406,0,1219,20241103,12.00,271.08,.00,271.08,116.52,154.56,checkmo
1488,111,2000000076,1030,1403,0,1219,20241103,35.00,790.65,.00,790.65,429.10,361.55,checkmo
1489,112,2000000077,1030,1403,0,1220,20241103,55.00,1242.45,.00,1242.45,674.30,568.15,checkmo
1490,113,2000000078,1030,1406,0,1220,20241103,15.00,338.85,.00,338.85,145.65,193.20,checkmo
1491,114,2000000079,1030,1407,0,1220,20241103,19.00,429.21,.00,429.21,184.49,244.72,checkmo
1492,115,2000000080,1030,1409,0,1220,20241103,25.00,762.50,.00,762.50,299.00,463.50,checkmo
1493,116,2000000081,1030,1400,0,1220,20241103,5.00,112.95,.00,112.95,61.30,51.65,checkmo
1494,6,2000000006,1030,1387,0,1199,20241026,2.00,57.98,.00,57.98,35.92,22.06,checkmo
1495,7,2000000007,1030,1386,0,0,20241026,1.00,28.99,.00,28.99,17.96,11.03,checkmo
1496,8,2000000008,1030,1406,0,0,20241026,5.00,112.95,.00,112.95,48.55,64.40,checkmo
1497,9,2000000009,1030,1387,0,0,20241026,5.00,144.95,.00,144.95,89.80,55.15,checkmo
1498,10,2000000010,1030,1391,0,0,20241026,2.00,61.00,.00,61.00,23.92,37.08,checkmo
1499,11,2000000011,1030,1396,0,0,20241026,3.00,67.77,.00,67.77,29.13,38.64,checkmo
1500,12,2000000012,1030,1406,0,0,20241026,8.00,180.72,.00,180.72,77.68,103.04,checkmo
1501,13,2000000013,1030,1400,0,0,20241026,2.00,45.18,.00,45.18,24.52,20.66,checkmo
1502,14,2000000014,1030,1400,0,0,20241026,23.00,519.57,.00,519.57,281.98,237.59,checkmo
1503,15,2000000015,1030,1386,0,0,20241026,2.00,57.98,.00,57.98,35.92,22.06,checkmo
1504,16,2000000016,1030,1396,0,0,20241026,1.00,22.59,.00,22.59,9.71,12.88,checkmo
1505,17,2000000017,1030,1391,0,0,20241026,1.00,30.50,.00,30.50,11.96,18.54,checkmo
1506,18,2000000018,1030,1402,0,0,20241026,10.00,225.90,.00,225.90,122.60,103.30,checkmo
1507,19,2000000019,1030,1386,0,0,20241026,1.00,28.99,.00,28.99,17.96,11.03,checkmo
1508,20,2000000020,1030,1402,0,1199,20241026,2.00,45.18,.00,45.18,24.52,20.66,checkmo
1509,21,2000000021,1030,1391,0,1199,20241026,1.00,30.50,.00,30.50,11.96,18.54,checkmo
1510,22,2000000022,1030,1386,0,1199,20241027,3.00,86.97,.00,86.97,53.88,33.09,checkmo
1511,23,2000000023,1030,1402,0,1199,20241027,2.00,45.18,.00,45.18,24.52,20.66,checkmo
1512,24,2000000024,1030,1406,0,1199,20241027,1.00,22.59,.00,22.59,9.71,12.88,checkmo
1513,25,2000000025,1030,1391,0,1199,20241027,2.00,61.00,.00,61.00,23.92,37.08,checkmo
1514,26,2000000026,1030,1386,0,1199,20241027,12.00,347.88,.00,347.88,215.52,132.36,checkmo
1515,28,2000000028,1030,1407,0,0,20241027,2.00,45.18,.00,45.18,19.42,25.76,checkmo
1516,29,2000000029,1030,1400,0,0,20241027,2.00,45.18,.00,45.18,24.52,20.66,checkmo
1517,30,2000000030,1030,1391,0,0,20241027,2.00,61.00,.00,61.00,23.92,37.08,checkmo
1518,31,2000000031,1030,1400,0,1199,20241027,31.00,700.29,.00,700.29,380.06,320.23,checkmo
1519,32,2000000032,1030,1407,0,1199,20241027,2.00,45.18,.00,45.18,19.42,25.76,checkmo
1520,33,2000000033,1030,1391,0,1199,20241027,3.00,91.50,.00,91.50,35.88,55.62,checkmo
1521,34,2000000034,1030,1407,0,1200,20241028,2.00,45.18,.00,45.18,19.42,25.76,checkmo
1522,35,2000000035,1030,1406,0,1200,20241028,3.00,67.77,.00,67.77,29.13,38.64,checkmo
1523,36,2000000036,1030,1391,0,1200,20241028,1.00,30.50,.00,30.50,11.96,18.54,checkmo
1524,37,2000000037,1030,1400,0,1200,20241028,2.00,45.18,.00,45.18,24.52,20.66,checkmo
1525,38,2000000038,1030,1400,0,1199,20241028,1.00,22.59,.00,22.59,12.26,10.33,checkmo
1526,39,2000000039,1030,1391,0,1199,20241028,1.00,30.50,.00,30.50,11.96,18.54,checkmo
1527,40,000000001,1029,1389,0,1201,20241030,2.00,57.98,.00,57.98,35.92,22.06,checkmo
1528,41,000000002,1029,1406,0,1201,20241030,5.00,112.95,.00,112.95,48.55,64.40,checkmo
1529,42,000000003,1029,1386,0,1201,20241030,5.00,144.95,.00,144.95,89.80,55.15,checkmo
1530,43,000000004,1029,1400,0,1201,20241030,1.00,22.59,.00,22.59,12.26,10.33,checkmo
1531,44,000000005,1029,1402,0,0,20241030,1.00,22.59,.00,22.59,12.26,10.33,checkmo
1532,45,000000006,1029,1406,0,1202,20241030,2.00,45.18,.00,45.18,19.42,25.76,checkmo
1533,46,000000007,1029,1404,0,1202,20241030,51.00,1152.09,.00,1152.09,625.26,526.83,checkmo
1534,47,000000008,1029,1391,0,1202,20241030,3.00,91.50,.00,91.50,35.88,55.62,checkmo
1535,48,2000000040,1030,1406,0,0,20241030,11.00,248.49,.00,248.49,106.81,141.68,checkmo
1536,49,2000000041,1030,1409,0,0,20241030,1.00,30.50,.00,30.50,11.96,18.54,checkmo
1537,50,2000000042,1030,1400,0,1203,20241030,2.00,45.18,.00,45.18,24.52,20.66,checkmo
1538,51,2000000043,1030,1406,0,1204,20241030,1.00,22.59,.00,22.59,9.71,12.88,checkmo
1539,52,000000009,1029,1406,0,1205,20241030,1.00,22.59,.00,22.59,9.71,12.88,checkmo
1540,53,000000010,1029,1402,0,1205,20241030,2.00,45.18,.00,45.18,24.52,20.66,checkmo
1541,54,000000011,1029,1386,0,1205,20241030,2.00,57.98,.00,57.98,35.92,22.06,checkmo
1542,55,2000000044,1030,1402,0,1199,20241030,1.00,22.59,.00,22.59,12.26,10.33,checkmo
1543,56,2000000045,1030,1407,0,1199,20241030,1.00,22.59,.00,22.59,9.71,12.88,checkmo
1544,57,2000000046,1030,1389,0,1206,20241030,1.00,28.99,.00,28.99,17.96,11.03,checkmo
1545,58,2000000047,1030,1407,0,1206,20241030,1.00,22.59,.00,22.59,9.71,12.88,checkmo
1546,59,2000000048,1030,1389,0,1206,20241030,3.00,86.97,.00,86.97,53.88,33.09,checkmo
1547,60,000000012,1029,1409,0,1207,20241030,2.00,61.00,.00,61.00,23.92,37.08,checkmo
1548,61,000000013,1029,1389,0,1207,20241030,5.00,144.95,.00,144.95,89.80,55.15,checkmo
1549,62,000000014,1029,1406,0,1207,20241030,1.00,22.59,.00,22.59,9.71,12.88,checkmo
1550,63,000000015,1029,1403,0,1207,20241030,25.00,564.75,.00,564.75,306.50,258.25,checkmo
1551,64,000000016,1029,1400,0,1207,20241030,5.00,112.95,.00,112.95,61.30,51.65,checkmo
1552,65,2000000049,1030,1400,0,1208,20241031,1.00,22.59,.00,22.59,12.26,10.33,checkmo
1553,66,2000000050,1030,1389,0,1209,20241031,3.00,86.97,.00,86.97,53.88,33.09,checkmo
1554,67,2000000051,1030,1407,0,1209,20241031,3.00,67.77,.00,67.77,29.13,38.64,checkmo
1555,68,2000000052,1030,1402,0,1199,20241031,2.00,45.18,.00,45.18,24.52,20.66,checkmo
1556,69,000000017,1029,1406,0,1210,20241031,2.00,45.18,.00,45.18,19.42,25.76,checkmo
1557,70,000000018,1029,1386,0,1210,20241031,3.00,86.97,.00,86.97,53.88,33.09,checkmo
1558,71,2000000053,1030,1413,0,1199,20241031,25.00,564.75,.00,564.75,242.75,322.00,checkmo
1559,72,000000019,1029,1413,0,1211,20241031,35.00,790.65,.00,790.65,339.85,450.80,checkmo
1560,73,000000020,1029,1405,0,1211,20241031,9.00,260.91,.00,260.91,161.64,99.27,checkmo
1561,74,000000021,1029,1404,0,1211,20241031,12.00,271.08,.00,271.08,147.12,123.96,checkmo
1562,75,000000022,1029,1406,0,1211,20241031,18.00,406.62,.00,406.62,174.78,231.84,checkmo
1563,76,000000023,1029,1409,0,1211,20241031,25.00,762.50,.00,762.50,299.00,463.50,checkmo
1564,77,000000024,1029,1404,0,1212,20241101,5.00,112.95,.00,112.95,61.30,51.65,checkmo
1565,78,000000025,1029,1413,0,1212,20241101,15.00,338.85,.00,338.85,145.65,193.20,checkmo
1566,80,000000027,1029,1409,0,1212,20241101,4.00,122.00,.00,122.00,47.84,74.16,checkmo
1567,81,2000000054,1030,1407,0,1213,20241101,11.00,248.49,.00,248.49,106.81,141.68,checkmo
1568,82,2000000055,1030,1409,0,1213,20241101,25.00,762.50,.00,762.50,299.00,463.50,checkmo
1569,84,000000028,1029,1412,0,1214,20241101,45.00,1016.55,.00,1016.55,436.95,579.60,checkmo
1570,85,000000029,1029,1415,0,1214,20241101,45.00,1016.55,.00,1016.55,551.70,464.85,checkmo
1571,86,000000030,1029,1405,0,1214,20241101,12.00,347.88,.00,347.88,215.52,132.36,checkmo
1572,87,000000031,1029,1409,0,1214,20241101,2.00,61.00,.00,61.00,23.92,37.08,checkmo
1573,89,2000000058,1030,1404,0,1215,20241101,15.00,338.85,.00,338.85,183.90,154.95,checkmo
1574,90,2000000059,1030,1414,0,1215,20241101,14.00,316.26,.00,316.26,135.94,180.32,checkmo
1575,92,2000000061,1030,1413,0,1216,20241102,15.00,338.85,.00,338.85,145.65,193.20,checkmo
1576,93,2000000062,1030,1409,0,1216,20241102,1.00,30.50,.00,30.50,11.96,18.54,checkmo
1577,94,2000000063,1030,1400,0,1216,20241102,10.00,225.90,.00,225.90,122.60,103.30,checkmo
1578,95,2000000064,1030,1407,0,1216,20241102,11.00,248.49,.00,248.49,106.81,141.68,checkmo
1579,96,2000000065,1030,1409,0,1216,20241102,1.00,30.50,.00,30.50,11.96,18.54,checkmo
1580,97,2000000066,1030,1386,0,1216,20241102,3.00,86.97,.00,86.97,53.88,33.09,checkmo
1581,98,2000000067,1030,1409,0,1216,20241102,3.00,91.50,.00,91.50,35.88,55.62,checkmo
1582,99,2000000068,1030,1413,0,1216,20241102,3.00,67.77,.00,67.77,29.13,38.64,checkmo
1583,100,000000032,1029,1413,0,1217,20241102,2.00,45.18,.00,45.18,19.42,25.76,checkmo
1584,101,000000033,1029,1404,0,1217,20241102,5.00,112.95,.00,112.95,61.30,51.65,checkmo
1585,102,000000034,1029,1413,0,1217,20241102,2.00,45.18,.00,45.18,19.42,25.76,checkmo
1586,103,000000035,1029,1413,0,1217,20241102,2.00,45.18,.00,45.18,19.42,25.76,checkmo
1587,104,2000000069,1030,1412,0,1218,20241103,5.00,112.95,.00,112.95,48.55,64.40,checkmo
1588,105,2000000070,1030,1401,0,1218,20241103,25.00,564.75,.00,564.75,306.50,258.25,checkmo
1589,106,2000000071,1030,1415,0,1218,20241103,81.00,1829.79,.00,1829.79,993.06,836.73,checkmo
1590,107,2000000072,1030,1386,0,1218,20241103,4.00,115.96,.00,115.96,71.84,44.12,checkmo
1591,108,2000000073,1030,1405,0,1218,20241103,7.00,202.93,.00,202.93,125.72,77.21,checkmo
1592,109,2000000074,1030,1409,0,1218,20241103,4.00,122.00,.00,122.00,47.84,74.16,checkmo
1593,110,2000000075,1030,1412,0,1219,20241103,12.00,271.08,.00,271.08,116.52,154.56,checkmo
1594,111,2000000076,1030,1415,0,1219,20241103,35.00,790.65,.00,790.65,429.10,361.55,checkmo
1595,112,2000000077,1030,1415,0,1220,20241103,55.00,1242.45,.00,1242.45,674.30,568.15,checkmo
1596,113,2000000078,1030,1412,0,1220,20241103,15.00,338.85,.00,338.85,145.65,193.20,checkmo
1597,115,2000000080,1030,1408,0,1220,20241103,25.00,762.50,.00,762.50,299.00,463.50,checkmo
1598,116,2000000081,1030,1400,0,1220,20241103,5.00,112.95,.00,112.95,61.30,51.65,checkmo
1599,117,2000000082,1030,1412,0,1221,20241103,4.00,90.36,.00,90.36,38.84,51.52,checkmo
1600,118,2000000083,1030,1404,0,1221,20241103,5.00,112.95,.00,112.95,61.30,51.65,checkmo
1601,121,2000000086,1030,1408,0,1221,20241103,15.00,457.50,.00,457.50,179.40,278.10,checkmo
1602,122,2000000087,1030,1404,0,1222,20241103,6.00,135.54,.00,135.54,73.56,61.98,checkmo
1603,125,2000000090,1030,1408,0,1222,20241103,15.00,457.50,.00,457.50,179.40,278.10,checkmo
1604,128,2000000093,1030,1405,0,1224,20241103,5.00,144.95,.00,144.95,89.80,55.15,checkmo
1605,129,2000000094,1030,1412,0,1224,20241103,3.00,67.77,.00,67.77,29.13,38.64,checkmo
1606,130,2000000095,1030,1415,0,1224,20241103,15.00,338.85,.00,338.85,183.90,154.95,checkmo
1607,131,2000000096,1030,1408,0,1224,20241103,18.00,549.00,.00,549.00,215.28,333.72,checkmo
1608,132,000000036,1029,1412,0,1225,20241103,5.00,112.95,.00,112.95,48.55,64.40,checkmo
1609,133,000000037,1029,1401,0,1225,20241103,25.00,564.75,.00,564.75,306.50,258.25,checkmo
1610,134,000000038,1029,1415,0,1225,20241103,19.00,429.21,.00,429.21,232.94,196.27,checkmo
1611,135,000000039,1029,1405,0,1225,20241103,5.00,144.95,.00,144.95,89.80,55.15,checkmo
1612,136,000000040,1029,1409,0,1225,20241103,7.00,213.50,.00,213.50,83.72,129.78,checkmo
1613,137,000000041,1029,1415,0,1225,20241103,55.00,1242.45,.00,1242.45,674.30,568.15,checkmo
